2021-01-26 00:00:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 11:04:20.747 [http-nio-10388-exec-3] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 [/WRMSPharmAUX/realTimeStatistic]execTime:40ms
2021-01-26 11:04:20.747 [http-nio-10388-exec-3] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - [2021-01-26 11:04:20]###clientIp=127.0.0.1###request=GET /WRMSPharmAUX/realTimeStatistic?null HTTP/1.1###httpPost=127.0.0.1:10388###status=200###upstreamStatus=200###byteSent=8192###httpReferer=http://127.0.0.1:10388/WRMSPharmAUX/realTimeStatistic###userAgent=Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) PharmAUX/1.5.4 Chrome/69.0.3497.128 Electron/4.2.12 Safari/537.36###upstreamAddr=127.0.0.1:10388###requestTime=0.04###upstreamResponseTime=0.04###methodName=获取药柜实时汇总###exceptionName=###exceptionDetail=
2021-01-26 11:04:20.760 [http-nio-10388-exec-6] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 [/WRMSPharmAUX/localMedOrderAmount]execTime:28ms
2021-01-26 11:04:20.760 [http-nio-10388-exec-6] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - [2021-01-26 11:04:20]###clientIp=127.0.0.1###request=GET /WRMSPharmAUX/localMedOrderAmount?startTime=2021-01-25%2011%3A04%3A20&endTime=2021-01-26%2011%3A04%3A20&wardCode=2000370 HTTP/1.1###httpPost=127.0.0.1:10388###status=200###upstreamStatus=200###byteSent=8192###httpReferer=http://127.0.0.1:10388/WRMSPharmAUX/localMedOrderAmount###userAgent=Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) PharmAUX/1.5.4 Chrome/69.0.3497.128 Electron/4.2.12 Safari/537.36###upstreamAddr=127.0.0.1:10388###requestTime=0.028###upstreamResponseTime=0.028###methodName=获取待取药医嘱条数###exceptionName=###exceptionDetail=
2021-01-26 11:04:22.822 [http-nio-10388-exec-10] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 preHandle -----------------------2021-01-26 11:04:22-------------------------------------
Controller-Method: com.lachesis.windranger.pharmaux.controller.ext.PharmOffshelfExtController.getExpireMedVO
Params    : 
URI       : /WRMSPharmAUX/expireMedVO

2021-01-26 11:04:22.851 [http-nio-10388-exec-10] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 [/WRMSPharmAUX/expireMedVO]execTime:29ms
2021-01-26 11:04:22.852 [http-nio-10388-exec-10] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - [2021-01-26 11:04:22]###clientIp=127.0.0.1###request=GET /WRMSPharmAUX/expireMedVO?null HTTP/1.1###httpPost=127.0.0.1:10388###status=200###upstreamStatus=200###byteSent=8192###httpReferer=http://127.0.0.1:10388/WRMSPharmAUX/expireMedVO###userAgent=Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) PharmAUX/1.5.4 Chrome/69.0.3497.128 Electron/4.2.12 Safari/537.36###upstreamAddr=127.0.0.1:10388###requestTime=0.029###upstreamResponseTime=0.029###methodName=按效期、批号查询的药品视图###exceptionName=###exceptionDetail=
2021-01-26 11:04:26.340 [http-nio-10388-exec-8] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 preHandle -----------------------2021-01-26 11:04:26-------------------------------------
Controller-Method: com.lachesis.windranger.pharmaux.controller.ext.PharmOffshelfExtController.offshelf
Params    : userType=adminas	
URI       : /WRMSPharmAUX/offshelf

2021-01-26 11:04:26.348 [http-nio-10388-exec-8] INFO  c.l.windranger.pharmaux.design.impl.BoxOutMedRule - 计算出药的药盒信息, boxSn:[1, 29, 2, 10, 33], drugCode:44091, batchNo:5566, amount:10
2021-01-26 11:04:26.352 [http-nio-10388-exec-8] INFO  c.l.molecule.web.exhandler.DefaultExceptionHandler - 页面输出消息：{"exceptionTrace":"com.lachesis.windranger.pharmaux.service.impl.BoxCommonService.isOperable(BoxCommonService.java:272)com.lachesis.windranger.pharmaux.service.impl.BoxCommonService$$FastClassBySpringCGLIB$$7a8b6128.invoke(<generated>)org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:684)com.lachesis.windranger.pharmaux.service.impl.BoxCommonService$$EnhancerBySpringCGLIB$$d757a2b2.isOperable(<generated>)com.lachesis.windranger.pharmaux.design.impl.BoxOutMedRule.getOutMedInfo(BoxOutMedRule.java:256)com.lachesis.windranger.pharmaux.service.impl.PharmOffshelfService.computeMedOutInfos(PharmOffshelfService.java:345)com.lachesis.windranger.pharmaux.service.impl.PharmOffshelfService.offshelf(PharmOffshelfService.java:111)com.lachesis.windranger.pharmaux.service.impl.PharmOffshelfService$$FastClassBySpringCGLIB$$cb02a07f.invoke(<generated>)org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:684)com.lachesis.windranger.pharmaux.service.impl.PharmOffshelfService$$EnhancerBySpringCGLIB$$3b982f17.offshelf(<generated>)com.lachesis.windranger.pharmaux.controller.ext.PharmOffshelfExtController.offshelf(PharmOffshelfExtController.java:75)sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)java.lang.reflect.Method.invoke(Unknown Source)org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:189)org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:102)org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:895)org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:800)org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1038)org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:942)org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1005)org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:908)javax.servlet.http.HttpServlet.service(HttpServlet.java:660)org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:882)javax.servlet.http.HttpServlet.service(HttpServlet.java:741)org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)org.springframework.boot.actuate.web.trace.servlet.HttpTraceFilter.doFilterInternal(HttpTraceFilter.java:90)org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)org.springframework.boot.actuate.metrics.web.servlet.WebMvcMetricsFilter.filterAndRecordMetrics(WebMvcMetricsFilter.java:117)org.springframework.boot.actuate.metrics.web.servlet.WebMvcMetricsFilter.doFilterInternal(WebMvcMetricsFilter.java:106)org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:200)org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:199)org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:490)org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:408)org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:834)org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1417)org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)java.lang.Thread.run(Unknown Source)","code":"403","message":"该单支药盒忙, 无法进行操作!","innerExceptionType":"com.lachesis.molecule.common.exception.RfForbiddenException"}
2021-01-26 11:04:30.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 11:04:30.060 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 11:04:40.097 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 11:04:40.099 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 11:04:46.834 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":7,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:46.834 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":7,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:46.835 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":7,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:46.835 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":7,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.050 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":8,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.050 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":8,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:47.051 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":8,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.051 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":8,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.265 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":9,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.266 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":9,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:47.266 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":9,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.266 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":9,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.482 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":10,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.482 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":10,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:47.483 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":10,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.483 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":10,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.700 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":11,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.700 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":11,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:47.701 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":11,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.701 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":11,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.918 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":12,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:47.918 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":12,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:47.919 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":12,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:47.919 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":12,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.135 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":13,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.135 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":13,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:48.136 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":13,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:48.136 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":13,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.351 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":14,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.351 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":14,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:48.352 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":14,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.352 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":14,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:48.580 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":15,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.580 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":15,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:48.581 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":15,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.581 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":15,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:48.800 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":16,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:48.800 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":16,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 11:04:48.800 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":16,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 11:04:48.800 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":16,"CMD":50,"EX":22,"St":"END"}
2021-01-26 11:04:50.098 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 11:04:50.100 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 11:04:53.775 [http-nio-10388-exec-6] INFO  c.l.molecule.web.interceptor.RequestLogInterceptor - 
 preHandle -----------------------2021-01-26 11:04:53-------------------------------------
Controller-Method: com.lachesis.windranger.pharmaux.controller.ext.PharmOffshelfExtController.offshelf
Params    : userType=adminas	
URI       : /WRMSPharmAUX/offshelf

2021-01-26 11:04:53.782 [http-nio-10388-exec-6] INFO  c.l.windranger.pharmaux.design.impl.BoxOutMedRule - 计算出药的药盒信息, boxSn:[1, 29, 2, 10, 33], drugCode:44091, batchNo:5566, amount:10
